review,rating,tanggal
mantap aplikas bagus,5,2026-04-14 11:29:05
cukup membantu sekali.. cepat dan komplain cepat ditangani,5,2026-04-14 11:26:16
"Dengan adanya belanja online Shopee, saya sangat terbantu, belanja tdk hrs keluar rumah, sering ada promo, dan pastinya memudahkan saya sbg ibu rumah tangga",5,2026-04-14 11:25:17
beneran bsa narik,5,2026-04-14 11:23:48
"bagus ,oke pokonya sih untuk shopee",5,2026-04-14 11:23:13
"Shopee Indonesia menang bagus, mantap, aku suka banget. ...trimakasih",5,2026-04-14 11:22:42
pliss shopee kalo upgrade aplikasi tatak letak menu jangan ganti2 terus bikin pusing 😭,1,2026-04-14 11:19:55
sangat membantu,5,2026-04-14 11:19:45
napa sich pinjaman padahal lancar tp ga di acc lagi ...,5,2026-04-14 11:15:53
aplikasinya bagus dan berkualitas fungsi baik,5,2026-04-14 11:14:33
bgus,5,2026-04-14 11:13:12
baru nyoba pindah dari apk sebelah ongkir mahal,5,2026-04-14 11:12:15
mantap,5,2026-04-14 11:10:36
tidak dapat memesan,1,2026-04-14 11:10:20
"tiati yg mau belanja di aplikasi ini, banyak penipuan, saya baru kena tipu, belanja seharga 3,3jt beli hp, yg dateng hp rusak, dan parah nya lg pihak shopee ga mau balikin duitnya... padahal bukti video unboxing udah jelas...",1,2026-04-14 11:10:19
good,5,2026-04-14 11:09:35
sangat membantu,5,2026-04-14 11:09:20
iklannya ngeselin,3,2026-04-14 11:05:56
bagusssss,5,2026-04-14 11:05:17
bagus banus/diskon dan gratis ongkir,5,2026-04-14 11:04:21
ok,5,2026-04-14 11:02:52
Barangnya bagus,5,2026-04-14 11:02:36
bagus,5,2026-04-14 11:02:24
"e-commerce bagus, cuman ekspedisi nya lelet semua, cs bodo semua, ada masalah terlalu di anggap enteng",1,2026-04-14 10:56:14
kurir Shopee daerah palu pemalas semua sudah 6 kali paket cod kurirnya malah suruh ambil di kantor..di tunggu besoknya paket malah di retur alasan pembeli menolak payah layanan kurir Shopee palu Sulteng,1,2026-04-14 10:56:05
kmpret topup shopee pay kok ada minimum check out sekarang,2,2026-04-14 10:55:10
selama ini layannan bagus.. yang penting tidak tergoda dengan harga murah ..pasti dapat yg murahan juga,5,2026-04-14 10:54:35
knpa shope aku gk bisa d buka trus klo masuk kya gk ada jaringan padahal jaringan bagus aja gmn ya padahal ada spylater lg 🥲,1,2026-04-14 10:53:47
sangat membantu dan bermanfaat semoga tambah sukses...,5,2026-04-14 10:51:38
apk ini bagus tapi kadang ada produk yang tidak sesuai gambar,5,2026-04-14 10:51:30
"Lumayan bagus,saya mau tanya Napa saya tidak bisa shope,ngendala tiada internet.pada hal sudah kucoba buka yg lain bisa baik2 saja internet nya",5,2026-04-14 10:51:24
sangat puas,4,2026-04-14 10:50:23
sangat bagus,5,2026-04-14 10:50:04
kenapa saya tidak bisa ngirim shopee pay saya,3,2026-04-14 10:49:55
lebih mudah saat kebutuhan mendadak,5,2026-04-14 10:49:23
sangat bermanfaat buat yang lagi mager shop ke luar kota,5,2026-04-14 10:49:16
"Pengiriman nya kacau, mengecewakan, barang tidak bisa langsung di ambil di drop point, harus nunggu kurir. sudah berkali2 barang yang tidak di antar kurir. malah dikembalikan ke penjual secara sepihak tanpa ada komunikasi apapun.",1,2026-04-14 10:47:27
pesanan akhir2 ini sering stuck gak cuma sehari dua hari tapi sampai 1 minggu lebih. jadi pengirimannya sangat amat sering terlambat ! makin buruk ! kalau gak mampu mengatasi ledakan belanja harusnya tetap bekerja sama dengan ekspedisi lain. lebih suka pas j&t ada di shopee dibandingkan gak ada gini. lemot banget ekspedisi shopee express. paket sering stuck gak jelas. kecewa bgt.,1,2026-04-14 10:47:15
keren,5,2026-04-14 10:45:05
mantaaab,5,2026-04-14 10:45:04
"kenapa klau aku pesan sering dibatalkan udh 2 kali kek gitu, klau udah mau sampai di batalkan, kenapa ya?",1,2026-04-14 10:43:57
ongkir murah,3,2026-04-14 10:42:23
alhmdulillah puas blnja di shopee dapet gratis ongkir trus,5,2026-04-14 10:41:43
sangat membantu,5,2026-04-14 10:41:10
"shoppe makin lama makin ga beres ya,buat shoppe kalo kurir² ga niat kerja itu gausa di rekrut saya nunggu paket saya dari tanggal:3 april sampe sekarang gada sampe²,alasan nya di aplikasi,dalam proses pengantaran.macem rumah saya di kamboja ya? padahal rumah saya masi di daerah indonesia tapi lama nya minta ampun,kalo kurir yang ga niat kerja gausa di rekrut untuk kerja,apalagi buat kurir yang panjang tangan,ini saran dan pesan dari saya aja ya udah gitu nomor kurir nya gada ga kaya sebelah hdeh",1,2026-04-14 10:40:42
"Sangat-sangat tidak menghargai pelanggan,saya terkena kasus COD dihapus sama sekali dan tidak tampil dipilihan metode pembayaran tanpa sebab dan saya tidak pernah melakukan kesalahan apapun apalagi rektur pembelian,dan juga tempat saya dekat dengan kota;COD nya ada,tapi saat di hubungi CS Shopeenya malah ngawur jawabannya dan saat dicoba melalui chat CS nya malah berubah-rubah orangnya,bukan dicari masalahnya tapi malah menambah masalah..,sangat mengecewakan sekali",1,2026-04-14 10:39:46
"apk ini sangatlah buruk banget terutama kurir dan pelayanannya, saya sangat kecewa berat, paket saya tidak pernah diantarkan oleh sang kurir hingga melewati waktu estimasi nya selain itu kurir nya seperti tidak mau mengantarkan memang keliatannya kalau malas mengantarkan kan bisa dialihkan ke kurir lain, lah ini kgk sama sekali dan cuek aja dan sistem nya memang kurang di siplin kurir nya, jgn belanja di apk ini klu ga kalian akan menyesalinya sendiri nanti 😡",1,2026-04-14 10:37:00
"untuk menonaktifkan fitur face id saat pembayaran tidak ada,masa harus 2 kali verifikasi habis sidik masih disuruh juga face id",2,2026-04-14 10:36:01
bagus,5,2026-04-14 10:35:42
sangat membantu,5,2026-04-14 10:35:39
oke oke,5,2026-04-14 10:34:40
bagus banget aplikasi nya banyak voucher pula dan murah murah,5,2026-04-14 10:34:37
apknya okeh TPI apk drivernya GK ngotak bawa barang 80 dri Cibinong ke Tangsel blom sellernya GK diinput panjang lebarnya tolong lah diperbaiki systemnya blom lagi aturan baru difoto resinya harus jelas bnyak sellernya pake kertas spidol susah buat uploadnya bnyak beban ke drivernya min apa apa suspend coba lah kalian yang buat systemnya jadi drivernya enak apa GK nya dan sameday jarak dri Cibinong sampe Jaktim argo 77k aja gmna GK haus main food tiba tiba spx kan aneh,1,2026-04-14 10:34:05
"Tolong di pengaturan akun ada opsi ganti username, terimakasih atas perhatiannya",5,2026-04-14 10:33:51
bagus,3,2026-04-14 10:32:44
kebanyakan iklan disemua aplikasi,1,2026-04-14 10:32:05
mantap,5,2026-04-14 10:30:27
mantab betul,5,2026-04-14 10:28:53
udah bagus kurang notif aja sih coba kalo ada notif barang yg udah habis bisa dikasih notif kalo barang udah ready pasti sangat membantu,5,2026-04-14 10:26:29
bagus,5,2026-04-14 10:24:45
"bisa cari banyak barang dengan banyak pilihan, harga bersaing dan free ongkir",5,2026-04-14 10:24:07
saya suka,5,2026-04-14 10:21:09
terimakasih kepada semua pihak shopee.. saya terbantu masalah ekonomi dan berkerjaan.. allhamdulilah,5,2026-04-14 10:19:27
"saran sedikit untuk shopee indonesia, supaya mencantumkan nomor telepon kurir di data pelacakan pengiriman barang, seperti apk tokop*d*a. karena terkadang barang kembali namun kurir tidak ada telepon ataupun menghubungi penerima. dan bahkan sering kurir menitipkan barang tanpa konfirmasi. terima kasih",4,2026-04-14 10:19:23
saya Kash bintang 5,5,2026-04-14 10:17:19
okeyy,5,2026-04-14 10:16:46
"apk nya bagus, tapi akhir akhir ini pengiriman spx nya lamban bgt .. dan jadi males kalo mau belanja lagi ..",2,2026-04-14 10:12:53
"ya, terimakasih shopee .berkat shopee saya jadi lebih mudah berbelanja.walaupun tokoh jauh terasah dekat.",5,2026-04-14 10:11:31
perlu ada perbaikan di kata kunci nyari apa keluarnya apa,1,2026-04-14 10:10:58
sangat membantu untuk membeli yang diperlukan,5,2026-04-14 10:07:48
sangat puas pelayanan yg bagus barang sampai sesuai jadwal,5,2026-04-14 10:06:14
goood,5,2026-04-14 10:04:43
Mantull...Lriss mniss tanjung kimpul duit abiss brang tak gumpul...😝,5,2026-04-14 10:03:37
"baik lancar,semangat,tingkat,kan,untuk pelanggan,setia",5,2026-04-14 10:01:15
😘😘😘😘😘,5,2026-04-14 09:59:43
"aplikasi penjajah buat para driver,itu kalo shopee ada kantor di bandung,pasti sudah di kepung driver sebandung raya",1,2026-04-14 09:58:00
mantap,5,2026-04-14 09:55:21
"kali ini sy sangat kecewa bgt sama shopee,beli hp ditoko Aurora loka, dikirim hp refurbish udah gt hp rusak lg ga bisa pake kartu SIM,coba minta pengembalian barang ga bisa,klaim garansi jg ga bisa,dengan berbagai dalih penjual sengaja mengulur waktu dari tgl 8 -13 sampai laporan shopee dinyatakan selesai,biar saya ga bisa klaim garansi,harusnya shopee tau dong dari riwayat chat sy dgn penjual belum ada titik temu,ko bisa dinyatakan selesai",1,2026-04-14 09:54:01
oke,5,2026-04-14 09:52:35
sangat suka krn mengutamakan kenyamanan dan keamaanan produk,5,2026-04-14 09:52:25
cs shopee tidak mau tanggapi saya jadi saya balas bintang 1 disini saja,1,2026-04-14 09:50:07
top puasssss,5,2026-04-14 09:47:29
"pokoknya rekomendasi banget,. terimakasih shopee",5,2026-04-14 09:46:58
terjamin dan terpercaya pelayanannya,5,2026-04-14 09:46:57
"aplikasi cukup bagus dan mudah di gunakan ya,banyak fitur menarik ta Pi saya sangat kecewa dengan sistem expedisinya kenapa sering salah input dengan milik punya orang lain, jadinya kan ribet",3,2026-04-14 09:41:06
bintang yg bebicara,5,2026-04-14 09:39:28
"cepat,tepat sesuai pesanan.... bagi konsumen Baru cari yg Bintang d atas 4,9 y.....",5,2026-04-14 09:38:17
"barang sesuai gambar , ulasan produk terbuktikanproses cepat toko jaga kwalitas pelayanan sangat amanah trimakasih",5,2026-04-14 09:37:32
Shopee mantap,5,2026-04-14 09:35:10
kalau bisa ongkirnya d turunin lagi pre ongkirnya d perbanyak,5,2026-04-14 09:34:51
"sangat puas dengan aplikasinya, udah berapa tahun saya pakai tdak pernah mengecewakan, dan saya udah tidak repot"" ke toko belanja selama ada shopee",5,2026-04-14 09:30:29
Lebih mudah dan cepat,5,2026-04-14 09:27:00
"IKLAN LO DI WATTPAD GANGGU BANGET, SUMPAH. orang lagi baca juga. buku udah mahal, orang-orang pada miskin, ada aplikasi bacaan bagus lo malahan nyempil, MAKSA masuk ke aplikasi lagi. dunia udah tahu kali kalau lu tuh ada. caper banget.",1,2026-04-14 09:26:05
puas bangat kirirnya jg baik bangat,5,2026-04-14 09:26:01
kalau produk tidak bisa di akses jangan di tampilkan,1,2026-04-14 09:23:04
barang yang dijual sesuai yg tertera di apk,4,2026-04-14 09:21:49
"shopee memang bagus tp pelayanan ekspedisinya nol pesan kipas berhari2 gak sampe2 ternyata memang ada ada d gudang kurirnya males nganter, sekarang pesan ban motor harusnya sudah sampe ternyata barang masih d gudang juga gak d kirim2 kapokkk belanja d shopee, mending d tiktok aja pengiriman jnt cepat secepat kilat tolong ya shopee ekspedisinya d perbaiki",1,2026-04-14 09:20:19
karena barang yang saya beli tidak sesuai 1,1,2026-04-14 09:18:15
good,5,2026-04-14 09:14:54
tidak menarik,1,2026-04-14 09:14:14
baguss,5,2026-04-14 09:12:07
hapus saja terus Shopee produk2 yg katanya menjual barang palsu..padahal kita ga jual barang2 palsu.. customer juga ga ada yg komplen kok di bilang barang palsu.. lamaa 2 eneg juga.. klo ga ada perubahan lihat saja semua produk kita pindahin ke tok tok semua yg ga bnyk aturan,1,2026-04-14 09:10:32
asli bagussss bngttttt,5,2026-04-14 09:09:24
"apk shopee lelet nya minta ampun , suka tiba2 gak bisa di pencettt",1,2026-04-14 09:09:09
saya sangat senang dengan shopee Indonesia karena semua barang nya murah murah makanya saya kasih bintang lima terimakasih atas pelayanan shopee Indonesia,5,2026-04-14 09:09:04
"selama ada shopee selain makanan aku udah gak pernah belanja di pasar,muantap benar bisa, beli produk asli dgn harga murah, gratis ongkir lagi😅😅😅",5,2026-04-14 09:08:11
mantap,5,2026-04-14 09:07:11
😡 masa saya pas mau urus pengembalian barang atau repture harus kirim pake biaya sendiri dan di tolak sama (spx) shoppe xpress masa di suruh kirim lewat jnt dan jne pake biaya sendiri.,1,2026-04-14 09:04:38
pelayanan sesuai harapan,5,2026-04-14 09:03:58
like,5,2026-04-14 09:03:47
cukup membantu,3,2026-04-14 09:03:26
b aja,5,2026-04-14 09:03:16
"kenapa akun saya selalu kena tahan salah apa...??? saya maling nggak,nyopet nggak,judi nggak😭😭😭",1,2026-04-14 09:03:10
mantap..,5,2026-04-14 09:00:33
Sumpah sih bagus banget,5,2026-04-14 08:58:02
"Belanja di shopee gak pernah ketipu,,barang dan harganya sesuai bangetzzzzz dan memuaskannn!",5,2026-04-14 08:56:19
apk banyak penipu,1,2026-04-14 08:55:22
saya sangat menyukai aplikasi shoope karena cukup co saja paket nya langsung datang tnpa hrus keluar rumah aplikasi nya juga bagus bangettt,5,2026-04-14 08:53:45
"barang bagus ori murah minusnya cuman di pengiriman lama banget, beda kalo beli di tiktok shop paling lama 2 hari langsung nyampe",3,2026-04-14 08:51:40
👍,4,2026-04-14 08:50:22
bagus,4,2026-04-14 08:50:14
Membantu dalam belanja online,5,2026-04-14 08:48:33
bisa membantu blanja cepat dn bagus,5,2026-04-14 08:45:00
sangat bagus,5,2026-04-14 08:44:08
"Belanja di Shopee selain mudah, murah, praktis juga taktis. Bikin candu 😁",5,2026-04-14 08:43:11
apk lawak gua pesan paket casing apa di kirimnya lain ga sesuai pesanan,1,2026-04-14 08:40:28
sangat suka,5,2026-04-14 08:37:13
🅑🅐🅖🅤🅢,5,2026-04-14 08:34:08
"2x barang saya di kembalikan dengan alasan yg gak masuk akal, kurir SPX cargo nya gak kerja",1,2026-04-14 08:31:09
shoope retur aja ribed mding lu pada pindah tiktok dah retur gampang,1,2026-04-14 08:30:34
saya sangat kecewa dengan Shopee pengembalian barang sudah sesuai prosedur(retur) pas pengembalian dana estimasi tanggal 24 maret sampai tanggal 14 April BELUM di transfer'' BAGAIMANA INI SOLUSINYA #KAGA KAGA LAGI DAH,1,2026-04-14 08:28:22
"Sy PeCandu Pengguna Shopee sbg media Belanja...Selain Barang Sesuai, Harga miring d banding dg yg lain....TerLanjur♥️🤭😄😄😄🙏🙏",5,2026-04-14 08:27:58
keren,5,2026-04-14 08:27:12
harga terjangkau semoga dapat bonus voucer,5,2026-04-14 08:24:43
matap,5,2026-04-14 08:24:03
"Kemarin saya tf saldo ke digipos melalui shopeepay, dishopeepaynya berhasil tapi tidak masuk ke digiposnya, nomor tf sudah benar. ini bagaimana ini solusinya?",1,2026-04-14 08:22:03
mangkin banyak vendor2 yg berkualitas jempol... sukses selalu shopee....,5,2026-04-14 08:21:02
mantap,5,2026-04-14 08:20:36
bisa mempermudah pembelanjaan dari jarak jauh,5,2026-04-14 08:20:30
mantap,5,2026-04-14 08:20:15
ok bos,5,2026-04-14 08:18:27
bagus aman dan terpercaya,5,2026-04-14 08:17:55
sangat puaaas min terimakasih 👍👍👍,5,2026-04-14 08:17:27
"lmyn,alternatif kalo ditoko offline kosong.👍",4,2026-04-14 08:16:51
Ok,5,2026-04-14 08:15:49
sangat baik,5,2026-04-14 08:14:55
layanan shoppy nya sy ajukan jempol cm sy sering kecewa dgn toko yg menjual nya tingkat kan kwalitas cari oner yg benar2 amanah bekerja sama dgn baik dan beri peringatan kepada toko2 yg SDH mengecewakan pelanggan shoppy,5,2026-04-14 08:14:36
sangat bagus,5,2026-04-14 08:10:03
belanja di shopee hemat bgt,5,2026-04-14 08:09:00
abot lemot,1,2026-04-14 08:07:25
aplikasi ini baik,5,2026-04-14 08:05:59
"pengiriman sekarang kacau , lambat, gk jelas keterangan nya apa. kecewa sekarang sama shopee",1,2026-04-14 08:02:44
"mudah, murah , berkualitas",5,2026-04-14 08:01:29
Mantab ni aplikasi hehehe,5,2026-04-14 07:59:28
cocok,5,2026-04-14 07:59:00
"banyak paket yg di kembalikan secara sepihak tidak ada konfirmasi ke pelanggan. gak tau itu paket penting, sering banget kaya gtu. kalau memang gak bisa ngantar konfirmasi ke pemesan, jangan asal batalin aja.",1,2026-04-14 07:57:44
ok👍,5,2026-04-14 07:56:34
pengiriman ny sekarang sangat sangat sangat lambattttttttt,1,2026-04-14 07:55:20
jos,5,2026-04-14 07:52:59
sangat membantu,5,2026-04-14 07:49:54
"Mempermudah benlanjaan kalau bisa di perketat lagi,,,,soalnya masih banyak toko2 yang kurang amanah",5,2026-04-14 07:44:05
aplikasi nya bagus belanja online dan ada banyak diskon dan gratis ongkir cuman sepengalaman ku make aplikasi ini aku pesan beberapa paket yang aku beli pas tiba kurir nya dirumah dan aku lagi ngg ada dirumah dia malah nelfon emosi dan ngatain pelanggan apa maksud nya hah??? gini kah yang katanya aplikasi paling bagus untuk platform perbelanjaan online? itu kurir nya SDM rendah kek nya itu atau attitude nya g bisa di jaga coba aja aku berpapasan Ama si kurir itu udh aku kasih bogem wilayahSulsel,1,2026-04-14 07:43:50
update terus sering update beuh,4,2026-04-14 07:43:32
cs GK bsa kasih solusi sama sekali terkait kendala paket,1,2026-04-14 07:41:41
sangat bagus,5,2026-04-14 07:40:27
mantap,5,2026-04-14 07:39:54
"pengiriman lama poll seminggu pesan barang tidak datang padhaal alamat jelas, bukan hari besar kapok sya belanja disini.. mending di tokped atau tt",1,2026-04-14 07:39:52
shopee cepat dan aman,5,2026-04-14 07:39:19
paylater saya dibatasi udah 1 bulan ajuin ke cs percuma saja kecewa banget,2,2026-04-14 07:38:20
😋,3,2026-04-14 07:37:33
top markotop josjiss,5,2026-04-14 07:37:07
"cepat pengiriman,banyak diskon,promo dan smoga ongkirnya selalu murah seperti saat ini 👍👍👍",5,2026-04-14 07:34:51
mempermudah semua yg dibutuhkan,5,2026-04-14 07:34:36
Gk pernah kecewa blnja d sini,5,2026-04-14 07:31:10
puas berbelanja di shopee,5,2026-04-14 07:29:50
Alhamdulillah pesanannya sudah nyampek sesuai dengan yang saya pesan,5,2026-04-14 07:28:32
mantul voucher vip-nya,5,2026-04-14 07:28:15
iklannya ganggu,1,2026-04-14 07:27:54
"buka shopee tuh mau belanja bukan liat video, buka apk lngsung live/video, kembalikan lg ke beranda dulu..",1,2026-04-14 07:24:21
"shopee sekarang pengiriman nya sangat lambat, perasaan dulu super cepat sekarang paket sdh smpai daerah malah balik lagi ketempat pengirim bikin emosi aja jdi nya",1,2026-04-14 07:19:57
belanja di shopee memuaskan murah lagi trimakasih,5,2026-04-14 07:19:41
bagus,5,2026-04-14 07:19:00
shopee sangat membantu dalam menyelesaikan barang yang kita butuhkan tanpa harus keluar rumah atau menyengaja pergi ke pusat pertokoan,5,2026-04-14 07:16:57
"saya sebagai pengusaha, terbantu dengan aplikasi ini",5,2026-04-14 07:14:25
Respect dan Suka banget sama Shoppe semuanya dapat bonus gratis ongkir dan jika ada return barang prosesnya cepat terimakasih shoope,5,2026-04-14 07:12:34
shoppe in the best,5,2026-04-14 07:12:05
baik,5,2026-04-14 07:11:39
bagus,5,2026-04-14 07:11:27
Sangat memuaskan,5,2026-04-14 07:11:06
lumayan bagus,3,2026-04-14 07:10:47
kenapa ya skrg shopee sering lamaaaa sekali sampai nya.. malah kmrn ada yg hilang di gudang expedisinya sampe 20 hari lebih. sedangkan estimasi tiba di undurrrr trs. jd susah di batalkan.,5,2026-04-14 07:09:59
kenapa akun spaylater saya sampai sekarang belum diaktifkan kembali,2,2026-04-14 07:08:53
"mantabbb shopee..👍I love shopee💙💙💙 josss Suka bangettttt SM aplikasi Shofie,Shofie gk Ade 2 nya joss + Joss +Josss mantabbb keren habis",5,2026-04-14 07:07:32
Awalnya ga pengen belanja tpi pas buka aplikasi shopee malah pengen🔥,5,2026-04-14 07:06:35
"kalau mau endorse iklan di app lain, tolong jangan terus sistemnya kepencet dikit pindah aplikasi. kepencet dikit pindah aplikasi. nyebelin banget lama-lama begitu terus. waktu scroll tiktok tiba-tiba pindah shoppe, waktu scroll wattpad tiba-tiba move shopee. yang bener aja dong?",1,2026-04-14 07:03:57
buruk spinjamnya,1,2026-04-14 07:02:01
saya sudah bayar Shopee VIP tapi saya tidak mendapat penurunan harga sedikitpun,3,2026-04-14 06:59:36
"sangat membantu,biasa gratis ongkir juga",5,2026-04-14 06:59:30
mantap,5,2026-04-14 06:58:31
"awal belanja dapat potong belanja pertama sekali, setelah diisi data dll pas belanja voucernya hilang dasar penipu",1,2026-04-14 06:55:45
mantap,5,2026-04-14 06:55:15
sangat bagus,5,2026-04-14 06:54:53
tingkatkan pelayanan lebih baik ya?,5,2026-04-14 06:53:29
"iklan itu gausah maksa, saya sudah pesen banyak paket dan saya gak akan bayar sengaja aja emang siapa suruh bikin iklan maksa sampai buka aplikasi sampe relock ulang gak semua hp device nya itu sama tod jadi kalo mau bikin iklan di fikir dulu gausah kaya iklan judol yang ujung2 nya maksa ke aplikasi",1,2026-04-14 06:53:16
🥰🥰,5,2026-04-14 06:52:15
pengalaman belanja disini : ⭐⭐⭐⭐⭐,5,2026-04-14 06:49:41
bagus,5,2026-04-14 06:49:22
paylater dan pengajuan balik barang nya gak bisa di buka kenapa ya,3,2026-04-14 06:49:15
pengiriman nya lama paketnya muter2 udah 2 minggu paket helm nggak sampe2,2,2026-04-14 06:46:52
mantab,1,2026-04-14 06:44:44
sangat membantu atas penyediaan kebutuhan kita,5,2026-04-14 06:44:06
bagus,5,2026-04-14 06:43:52
"spaylater gabisa di gunakan, pas uda nunggu sesuai tanggal malah di gunakan lagi, besok nya ke gitu lagi, gajelas emang, kalo emang gabole/ga ngizinin make spaylater gausa di ACC juga pendaftaran spaylater gw, udah mah make spaylater buat kebutuhan mendesak, lah malah gabisa di pake, gajelass",1,2026-04-14 06:42:34
bagus sekali,5,2026-04-14 06:41:53
mantap,5,2026-04-14 06:38:19
"BUAT KALIAN YANG BELANJA JANGAN PAKAI EKSPEDISI SPX MALING SEMUA ISINYA, UDAH LEMOT SAMPAH GABISA KERJA",1,2026-04-14 06:37:31
Berbelit belit dg Pinjaman,2,2026-04-14 06:36:19
kenapa shopee saya tidak bisa dibuka,2,2026-04-14 06:35:22
kurir yang menggunakan pengaturan dengan unit mobil kebanyakan main main gak serius dari pada bermotor,4,2026-04-14 06:35:18
sangat bagus,5,2026-04-14 06:30:49
"mantap,",5,2026-04-14 06:30:09
oke,5,2026-04-14 06:29:51
buruk pengiriman nya lama,1,2026-04-14 06:25:14
"barang dan motif bagus, dan kurir juga cepat",5,2026-04-14 06:24:26
pihak ekspedisi spx express pencuri njir shopee nya nga mau tanggung jawab kalian jangan sesekali pesen hp kalau nga mau di curi spx express dan shopee nga mau tanggung jawab,1,2026-04-14 06:23:43
suka,5,2026-04-14 06:21:01
baik,5,2026-04-14 06:20:57
bagus,5,2026-04-14 06:20:17
"puas dengan pelayanan ,pilihan banyak, pengiriman cepat dan aman",5,2026-04-14 06:19:38
"saldo shopeepay gw gk masuk2, disuruh nunggu 1x24 jam tapi msih blom masuk jga. mana gk ada info lanjutan dari CS nya lgi. fix uninstal nih aplikasi",1,2026-04-14 06:17:02
puas dengan pengiriman,5,2026-04-14 06:14:05
"asyiik lah belanja di shopee, mau apa aja ada, dan ga repot muter2 nyari barang...mana ada payleter nya lg bisa nyicil, jd tambah asyiik belanjax... pokokx muantapps dan sangat membantu..",5,2026-04-14 06:13:38
sangat sangat membantu sekali dengan proses yang begitu mudah,5,2026-04-14 06:12:28
Untung ga seberapa. Tp semua dana di tilep. GWS DEH.,1,2026-04-14 06:06:20
"Mancing Mania,,Mantabs",5,2026-04-14 06:06:00
"sangat membantu,untuk keperluan belanja di shopee",5,2026-04-14 06:05:08
"Belanja makin mudah, aplikasi sdh tdk lemot",5,2026-04-14 06:03:07
ok baik,5,2026-04-14 06:02:48
tolong tingkatkan kecepatan pegriman,5,2026-04-14 06:02:36
Pelayanan yang memuaskan thx Shopee..🙏🙏🙏,5,2026-04-14 06:01:58
"Saya sangat kecewa dgn Shopee, padahal sudah lama Menggunakan Shopee tapi akhir2 ini kecewa, pelayanan, Barangnya Lama Di Kemas berminggu-minggu, pas di kirim Lama banget, pas Datang Kurir Cuek, aneh Shopee skrng mending ke Tokopedia cepat no ribet, Saya Mau Tutup aja Aplikasi Shopeenya",1,2026-04-14 06:00:27
bagus,5,2026-04-14 05:59:55
memang aplikasi shopee sangat berguna 👍👍🙏🙏,5,2026-04-14 05:58:27
ada yg tau cara mengetahui no.wa kurir krn sy cod d shopi sy nya lg keluar rumah paket sdh d terima d tanyain k tetangga tdk ada yg tau sy mau menghubungi kurir no wa d sopinya g ada,1,2026-04-14 05:57:35
selagi masih ada cuan mungkin mengikuti nya,5,2026-04-14 05:56:31
banyak akun palsu menyasar lokasi kita saya baru saja mendapati pesanan palsu cod padahal saya tidak memesanya ini sangat merugikan,1,2026-04-14 05:51:40
tolong adain no kurir pliss penting,5,2026-04-14 05:51:38
bagus luar biasa,5,2026-04-14 05:50:31
pengiriman lama,1,2026-04-14 05:50:04
pengiriman nya tolong di perbaiki dong bilang nya 1 hari malah 5 hari belum sampai tujuan,3,2026-04-14 05:49:34
sangat bagus sekali. pelayanan shopee sangat memuaskan,5,2026-04-14 05:49:20
pengiriman lelet banget dah,1,2026-04-14 05:47:37
saya beri bintang 5 karena shopee banyak membantu saya,5,2026-04-14 05:46:41
Tetap yg terbaik,5,2026-04-14 05:44:50
bisa belan dan gratis ongkir,5,2026-04-14 05:38:46
perbaiki kurirnya pak kasian para kurir mitra kehabisan paket gara² dediket Ama plus,3,2026-04-14 05:34:53
shope nya gak bisa cod tolong di perbaiki,1,2026-04-14 05:32:58
Memudahkan belanja online dengan kualitas yang baik. Tapi sudah 3x pemesanan di Shopee berujung kecewa. mulai dr pesanan yg tidak diantar & akhirnya di kirim lagi ke pihak toko sampai pesanan sudah dalam proses pengantaran pun masih di perlambat yg akhirnya harus melewati estimasi waktu. seakan2 akun saya ini bermasalah. tolong di perbaiki lagi..,5,2026-04-14 05:31:16
ok,5,2026-04-14 05:30:46
mudah mendapatkan barang 2 yg dibutuhkan dengan harga variatif,5,2026-04-14 05:30:43
sangat membantu keseharian dalam job dan general saya. makasi2,5,2026-04-14 05:27:14
bagus,5,2026-04-14 05:23:06
Shopee paling joss,5,2026-04-14 05:22:47
mantep tiap hari melihat shopee 😁,4,2026-04-14 05:22:15
okeh,4,2026-04-14 05:21:18
nggudig abis,5,2026-04-14 05:18:19
"spinjam di shopee,, gila bunga nya 0,13% sangat mencekik. turun bintang. dan untuk spaylater tolong dong naikin level ke advanced, masa limit udah tinggi level masih aja clasic.",4,2026-04-14 05:16:36
sangat membantu,5,2026-04-14 05:15:44
cuma suka aplikasi,4,2026-04-14 05:15:43
"sdh saýa uninstal dr hp saya yg satunyA,kecewa dg kurirnya.pernah beli remot adv tapi pas akunya gk ada drmh,barangnya udh dituker barang lama&rusak.sebel sama kurirnya di foto barang masih utuh,tapi pas saya pulang,kemasan sdh terbuka sedikit & barang yg saya terima sdh di tukar.jadi males belanja2 di shoppe gak kayak di tt kurirnya amanah& barang yg dtg selalu bagus",2,2026-04-14 05:12:49
shopee isthe best pokok nya,5,2026-04-14 05:08:11
sangat membantu,5,2026-04-14 05:08:02
